id;excel_id;schema_version;name;kuerzel;typ;rechtsform;ebene;sitz;bundesland;koordinaten;gruendungsjahr;aufgeloest;aufgeloest_jahr;zustaendigkeit;website;rechtsgrundlage;haushalt_mio_eur;haushalt_jahr;beschaeftigte;beschaeftigte_jahr;ministerium_id;ressort;klassifikation;anmerkung;beziehungen;quellen;daten_qualitaet;recherche_datum;recherche_agent_version
bun_134;134;1.0;Bundesverfassungsgericht;;Verfassungsorgan;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Verfassungsgericht;https://www.bundesverfassungsgericht.de/;;44.5;2025;16;2024;bmjv;Bundesministerium der Justiz (BMJ);Verfassungsgericht;Finanzierung über das Ressort Bundesministerium der Justiz (BMJ);"[{""zu_id"": ""bmjv"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundesverfassungsgericht.de/""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_136;136;1.0;Bundesverwaltungsamt;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;;https://www.service.bund.de;;618.0;2025;6400;2024;bmi;Bundesministerium des Innern und für Heimat (BMI);;Finanzierung über das Ressort Bundesministerium des Innern und für Heimat (BMI);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_137;137;1.0;Bundesverwaltungsgericht;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bundesverwaltungsgericht;https://www.service.bund.de;;30.14;2025;;;bmjv;Bundesministerium der Justiz (BMJ);Bundesverwaltungsgericht;Finanzierung über das Ressort Bundesministerium der Justiz (BMJ);"[{""zu_id"": ""bmjv"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_17020;17020;1.0;Bundesapothekerkammer;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Apothekerkammer;https://www.service.bund.de;;;;;;bmg;Bundesministerium für Gesundheit (BMG);Apothekerkammer;Finanzierung über das Ressort Bundesministerium für Gesundheit (BMG);"[{""zu_id"": ""bmg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_220;220;1.0;Bundeswehrverwaltungsschule II;;Bundesoberbehörde;Dienststelle der Bundeswehrverwaltung;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Militärische Ausbildungsstätte;https://www.bundeswehr.de;;;;;;bmvg;Bundesministerium der Verteidigung (BMVg);Militärische Ausbildungsstätte;Aggregiert unter Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeswehr.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_222;222;1.0;Bundeswehrverwaltungsschule IV;;Bundesoberbehörde;Dienststelle der Bundeswehrverwaltung;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Militärische Ausbildungsstätte;https://www.bundeswehr.de;;;;;;bmvg;Bundesministerium der Verteidigung (BMVg);Militärische Ausbildungsstätte;Aggregiert unter Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeswehr.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_299;299;1.0;Bundesarbeitsgericht;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Arbeitsgericht;https://www.bundesarbeitsgericht.de/;;18.5;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Arbeitsgericht;Finanzierung über das Ressort Bundesministerium für Arbeit und Soziales (BMAS);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundesarbeitsgericht.de/""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_300;300;1.0;Bundesarchiv;;Bundesanstalt;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Archiv;https://www.service.bund.de;;204.76;2025;;;bkamt;Beauftragte der Bundesregierung für Kultur und Medien (BKM);Archiv;Finanzierung über das Ressort Beauftragte der Bundesregierung für Kultur und Medien (BKM);"[{""zu_id"": ""bkamt"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_302;302;1.0;Bundesausgleichsamt;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;;https://www.service.bund.de;;25.96;2025;39;2024;bmf;Bundesministerium der Finanzen (BMF);;Finanzierung über das Ressort Bundesministerium der Finanzen (BMF);"[{""zu_id"": ""bmf"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_4052;4052;1.0;Bundesärztekammer;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Ärztekammer;https://www.bundesaerztekammer.de/;;;;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Ärztekammer;Finanzierung über das Ressort Bundesministerium des Innern und für Heimat (BMI);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundesaerztekammer.de/""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_4335;4335;1.0;Bundeswahlleiterin;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Wahlleiter;https://www.service.bund.de;;;;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Wahlleiter;Finanzierung über das Ressort Bundesministerium des Innern und für Heimat (BMI);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_50166;50166;1.0;Bundespolizeidirektion 11;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;11;;"{""lat"": null, ""lon"": null}";;false;;Polizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Polizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_57;57;1.0;Bundeseisenbahnvermögen;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bahn;https://www.service.bund.de;;5975.27;2025;1400;2024;bmv;Bundesministerium für Digitales und Verkehr (BMDV);Bahn;Finanzierung über das Ressort Bundesministerium für Digitales und Verkehr (BMDV);"[{""zu_id"": ""bmv"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_63;63;1.0;Bundesfinanzhof;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Finanzgericht;https://www.bundesfinanzhof.de/;;21.7;2025;;;bmvg;Bundesministerium der Verteidigung (BMVg);Finanzgericht;Finanzierung über das Ressort Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundesfinanzhof.de/""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_64;64;1.0;Bundesgerichtshof;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Gericht;https://www.bundesgerichtshof.de/;;60.1;2025;;;bmjv;Bundesministerium der Justiz (BMJ);Gericht;Finanzierung über das Ressort Bundesministerium der Justiz (BMJ);"[{""zu_id"": ""bmjv"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundesgerichtshof.de/""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_72;72;1.0;Bundeskanzleramt;;Bundesoberbehörde;Oberste Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Staatskanzlei;https://www.bundeskanzleramt.de;;3950.0;2025;850;2024;bkamt;Bundeskanzleramt (BKAmt);Staatskanzlei;Leitung der Bundesregierung;"[{""zu_id"": ""bkamt"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeskanzleramt.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_75;75;1.0;Bundeskartellamt;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Wettbewerbsbehörde;https://www.service.bund.de;;48.6;2025;402;2024;bmwi;Bundesministerium für Wirtschaft und Klimaschutz (BMWK);Wettbewerbsbehörde;Finanzierung über das Ressort Bundesministerium für Wirtschaft und Klimaschutz (BMWK);"[{""zu_id"": ""bmwi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_82;82;1.0;Bundeskriminalamt;;Bundesoberbehörde;Bundesoberbehörde;Bund;Wiesbaden;Hessen;"{""lat"": null, ""lon"": null}";;false;;Polizei;https://www.bka.de;;1400.0;2025;8500;2024;bmi;Bundesministerium des Innern und für Heimat (BMI);Polizei;Zentralstelle der deutschen Polizei;"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bka.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_83;83;1.0;Bundeslotsenkammer;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Lotsenkammer;https://www.service.bund.de;;;;;;bmv;Bundesministerium für Digitales und Verkehr (BMDV);Lotsenkammer;Finanzierung über das Ressort Bundesministerium für Digitales und Verkehr (BMDV);"[{""zu_id"": ""bmv"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_98;98;1.0;Bundesnachrichtendienst;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Geheimdienst;https://www.service.bund.de;;988.5;2025;7600;2024;bkamt;Bundeskanzleramt (BKAmt);Geheimdienst;Finanzierung über das Ressort Bundeskanzleramt (BKAmt);"[{""zu_id"": ""bkamt"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bun_99;99;1.0;Bundesnetzagentur;;Bundesoberbehörde;Bundesoberbehörde;Bund;Bonn;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Regulierungsbehörde;https://www.bundesnetzagentur.de;;290.0;2025;3000;2024;bmwi;Bundesministerium für Wirtschaft und Klimaschutz (BMWK);Regulierungsbehörde;Regulierung von Strom, Gas, Telekom, Post, Eisenbahn;"[{""zu_id"": ""bmwi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundesnetzagentur.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunaac_51939;51939;1.0;Bundespolizeiinspektion Aachen;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Aachen;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunawo_71;71;1.0;Bundesjugendwerk der AWO e.V.;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Jugend;https://www.service.bund.de;;;;;;bmbfsj;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ);Jugend;Finanzierung über das Ressort Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ);"[{""zu_id"": ""bmbfsj"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunbadbra_104;104;1.0;Bundespolizeidirektion Bad Bramstedt;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Bad Bramstedt;;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunbeideubaugru_80;80;1.0;Bundeskommissar bei der Deutschen Bau- und Grundstücks-AG;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;;https://www.service.bund.de;;177.32;2025;;;bmf;Bundesministerium der Finanzen (BMF);;Finanzierung über das Ressort Bundesministerium der Finanzen (BMF);"[{""zu_id"": ""bmf"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunbel_229;229;1.0;Bundeswehrverwaltungstelle Belgien;;Bundesoberbehörde;Dienststelle der Bundeswehrverwaltung;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bundeswehrverwaltungsstelle;https://www.bundeswehr.de;;;;;;bmvg;Bundesministerium der Verteidigung (BMVg);Bundeswehrverwaltungsstelle;Aggregiert unter Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeswehr.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunber_105;105;1.0;Bundespolizeidirektion Berlin;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunber_206;206;1.0;Bundeswehrfachschule Berlin;;Bundesoberbehörde;Dienststelle der Bundeswehrverwaltung;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Militärische Ausbildungsstätte;https://www.bundeswehr.de;;183.78;2025;;;bmvg;Bundesministerium der Verteidigung (BMVg);Militärische Ausbildungsstätte;Aggregiert unter Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeswehr.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunber_216;216;1.0;Bundeswehrkrankenhaus Berlin;;Bundesoberbehörde;Dienststelle der Bundeswehrverwaltung;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bundeswehrkrankenhaus;https://www.bundeswehr.de;;183.78;2025;;;bmvg;Bundesministerium der Verteidigung (BMVg);Bundeswehrkrankenhaus;Aggregiert unter Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeswehr.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunbon_48832;48832;1.0;Bundespolizeirevier Bonn;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Bonn;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunbun_106;106;1.0;Bundespolizeidirektion Bundesbereitschaftspolizei;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Bundesbereitschaftspolizei;;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bundeunor_249;249;1.0;Bund deutscher Nordschleswiger;;Bundesoberbehörde;Bundesbehörde;Bund;Schleswig;;"{""lat"": null, ""lon"": null}";;false;;Integration;https://www.service.bund.de;;1166.24;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Integration;Finanzierung über das Ressort Bundesministerium des Innern und für Heimat (BMI);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunene_48940;48940;1.0;Bundes-Energiebeauftragte;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Beauftragte;https://www.service.bund.de;;;;;;bmwi;Bundesministerium für Wirtschaft und Klimaschutz (BMWK);Beauftragte;Finanzierung über das Ressort Bundesministerium für Wirtschaft und Klimaschutz (BMWK);"[{""zu_id"": ""bmwi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunfli_18153;18153;1.0;Bundespolizei-Fliegergruppe;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunfluframai_107;107;1.0;Bundespolizeidirektion Flughafen Frankfurt/Main;;Bundesoberbehörde;Dienststelle der Bundespolizei;Bund;Frankfurt;Hessen;"{""lat"": null, ""lon"": null}";;false;;Bundespolizei;https://www.bundespolizei.de;;5074.74;2025;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Bundespolizei;Aggregiert unter Bundespolizei (BPOL);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundespolizei.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunfra_223;223;1.0;Bundeswehrverwaltungsstelle Frankreich;;Bundesoberbehörde;Dienststelle der Bundeswehrverwaltung;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Bundeswehrverwaltungsstelle;https://www.bundeswehr.de;;;;;;bmvg;Bundesministerium der Verteidigung (BMVg);Bundeswehrverwaltungsstelle;Aggregiert unter Bundesministerium der Verteidigung (BMVg);"[{""zu_id"": ""bmvg"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.bundeswehr.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunfraglehocges_81;81;1.0;"Bundeskonferenz der Frauenbeauftragten und Gleichstellungsbeauftragten an Hochschulen

c/o GESIS - CEWS";;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Frauen;https://www.service.bund.de;;;;;;bmbfsj;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ);Frauen;Finanzierung über das Ressort Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ);"[{""zu_id"": ""bmbfsj"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunfrepfikdö_52154;52154;1.0;Bund Freikirchlicher Pfingstgemeinden KdöR;;Bundesoberbehörde;Bundesbehörde;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Kirche;https://www.service.bund.de;;;;;;bmi;Bundesministerium des Innern und für Heimat (BMI);Kirche;Finanzierung über das Ressort Bundesministerium des Innern und für Heimat (BMI);"[{""zu_id"": ""bmi"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.service.bund.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
bunfürarb_250;250;1.0;Bundesagentur für Arbeit;;Bundesanstalt;Körperschaft des öffentlichen Rechts;Bund;Nürnberg;Bayern;"{""lat"": null, ""lon"": null}";;false;;Agentur für Arbeit;https://www.arbeitsagentur.de;;42500.0;2025;113000;2024;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Agentur für Arbeit;Größte Dienststelle des Bundes nach Mitarbeitern;"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 75.0, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
