Id;Name;ParentId;Depth;Classification;Jurisdiction;ResolvedMinistry
50;Beauftragter der Bundesregierung für die Belange von Menschen mit Behinderungen;88.0;1;Behindertenbeauftragte;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
50153;Beauftragter der Bundesregierung für die deutschen Eisenbahnstrecken auf Schweizer Gebiet;;0;Bahn;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
52;Beauftragter der Bundesregierung für die Nachrichtendienste;72.0;1;;Bund;Bundeskanzleramt (BKAmt)
154;Beauftragter der Bundesregierung für Fragen der Abrüstung und Rüstungskontrolle;43.0;1;Beauftragte;Bund;Auswärtiges Amt (AA)
48939;Beauftragter der Bundesregierung für jüdisches Leben in Deutschland und den Kampf gegen Antisemitismus;;0;Beauftragte;Bund;Bundesministerium des Innern und für Heimat (BMI)
155;Beauftragter der Bundesregierung für Kultur und Medien;;0;Kultur;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
156;Beauftragter der Bundesregierung für Menschenrechtspolitik und Humanitäre Hilfe;43.0;1;Beauftragte;Bund;Auswärtiges Amt (AA)
157;Beauftragter der Bundesregierung für Mittelstand;96.0;1;Beauftragte;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
53;Beauftragter der Bundesregierung für Ostdeutschland;;0;Beauftragte;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
48950;Beauftragter der Bundesregierung für Religions- und Weltanschauungsfreiheit;;0;Beauftragte;Bund;Bundesministerium des Innern und für Heimat (BMI)
326;Beauftragter der Bundesregierung für Sucht- und Drogenfragen;92.0;1;Beauftragte;Bund;Bundesministerium für Gesundheit (BMG)
158;Beauftragter für die deutsch-französische Zusammenarbeit;43.0;1;Beauftragte;Bund;Auswärtiges Amt (AA)
48938;Beauftragter für die Nachrichtendienste des Bundes;;0;Beauftragte;Bund;Bundeskanzleramt (BKAmt)
159;Beauftragte zur Aufarbeitung des sexuellen Kindesmissbrauchs;;0;Beauftragte;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
50084;Beethovenstiftung für Kunst und Kultur der Bundesstadt Bonn;;0;Stiftung des Privatrechts;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
50242;Beitragsservice der ARD ZDF und Deutschlandradio;;0;Rundfunkanstalt;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
50140;Berlin-Brandenburgisches Institut für die Zusammenarbeit von Deutschland, Frankreich und Polen in Europa;;0;Stiftung des Privatrechts;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
6576;Bertelsmann BKK;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
162;Berufsbildungszentrum Kleinmachnow;945.0;2;Berufsbildung;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
163;Berufsbildungszentrum Koblenz;947.0;2;Berufsbildung;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
237;Berufsgenossenschaft der Bauwirtschaft;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
240;Berufsgenossenschaft Energie Textil Elektro Medienerzeugnisse;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
241;Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
243;Berufsgenossenschaft Handel und Warendistribution;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
244;Berufsgenossenschaft Holz und Metall;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
245;Berufsgenossenschaft Nahrungsmittel und Gastgewerbe;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
4048;Berufsgenossenschaft Rohstoffe und chemische Industrie;;0;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
33201;Berufsgenossenschaft Verkehrswirtschaft Post-Logistik Telekommunikation;;0;Unfallkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
242;Berufsgenossenschaft Verkehrswirtschaft Post-Logistik Telekommunikation;88.0;1;Berufsgenossenschaft;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
246;Beschaffungsamt des Bundesministeriums des Innern;87.0;1;Vergabe;Bund;Bundesministerium des Innern und für Heimat (BMI)
51656;Bescheinigungsstelle Forschungszulage GbR;;0;Bundesanstalt;Bund;Bundesministerium für Bildung und Forschung (BMBF)
6587;Betriebskrankenkasse Mobil;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
51991;Betriebskrankenkasse Technoform;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
48947;Bevollmächtigte der Bundesregierung für Pflege;;0;Beauftragte;Bund;Bundesministerium für Gesundheit (BMG)
52199;Bewertungsausschuss Ärzte;;0;;Bund;Deutscher Bundestag
52032;BG Klinik Bad Reichenhall;;0;Krankenhaus;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
18148;BGZ Gesellschaft für Zwischenlagerung mbH;;0;Atomkraft;Bund;Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)
15651;Bildungszentrum der Bundeswehr;;0;Militärische Ausbildungsstätte;Bund;Bundesministerium der Verteidigung (BMVg)
15902;BITMARCK Holding GmbH;;0;IT-Dienstleister;Bund;Bundesministerium des Innern und für Heimat (BMI)
6578;BKK24;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
18253;BKK der BMW AG;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
18267;BKK Deutsche Bank AG;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
51992;BKK exklusiv;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
6583;BKK firmus;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
51989;BKK Freudenberg;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
6584;BKK GILDEMEISTER SEIDENSTICKER;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
6586;BKK Linde;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
15899;BKK Melitta Plus;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
51995;BKK mkk;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
6588;BKK Pfalz;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
6579;BKK ProVita;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
18260;BKK PwC;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
52013;BKK Salzgitter;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
6585;BKK Verbundplus;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
6589;BKK Verkehrsbau Union;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
52000;BKK WIRTSCHAFT UND FINANZEN;;0;Krankenkasse;Bund;Bundesministerium der Finanzen (BMF)
52011;BKK-Würth;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
52001;BKK ZF & Partner;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
50121;Blue Action Fund;;0;Stiftung des Privatrechts;Bund;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)
52002;Bosch BKK;;0;Krankenkasse;Bund;Bundesministerium für Gesundheit (BMG)
51806;Botschaft der Bundesrepublik Deutschland Ankara;;0;;Bund;Auswärtiges Amt (AA)
51685;Botschaft der Bundesrepublik Deutschland - Harare;;0;Internationale Beziehungen;Bund;Auswärtiges Amt (AA)
249;Bund deutscher Nordschleswiger;;0;Integration;Bund;Bundesministerium des Innern und für Heimat (BMI)
250;Bundesagentur für Arbeit;88.0;1;Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
251;Bundesagentur für Arbeit - Regionaldirektion Baden-Württemberg;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
252;Bundesagentur für Arbeit - Regionaldirektion Bayern;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
253;Bundesagentur für Arbeit - Regionaldirektion Berlin Brandenburg;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
254;Bundesagentur für Arbeit - Regionaldirektion Hessen;88.0;0;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
255;Bundesagentur für Arbeit - Regionaldirektion Niedersachsen-Bremen;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
256;Bundesagentur für Arbeit - Regionaldirektion Nord;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
257;Bundesagentur für Arbeit - Regionaldirektion Nordrhein-Westfalen;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
258;Bundesagentur für Arbeit - Regionaldirektion Rheinland-Pfalz-Saarland;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
259;Bundesagentur für Arbeit - Regionaldirektion Sachsen;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
260;Bundesagentur für Arbeit - Regionaldirektion Sachsen Anhalt Thüringen;88.0;1;Regionaldirektion der Agentur für Arbeit;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
20194;Bundesagentur für Sprunginnovation;;0;Forschung;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
261;Bundesakademie für öffentliche Verwaltung;87.0;1;Akademie;Bund;Bundesministerium des Innern und für Heimat (BMI)
262;Bundesakademie für Sicherheitspolitik;86.0;1;Militärische Ausbildungsstätte;Bund;Bundesministerium der Verteidigung (BMVg)
263;Bundesakademie für Wehrverwaltung und Wehrtechnik;86.0;1;Militärische Ausbildungsstätte;Bund;Bundesministerium der Verteidigung (BMVg)
4355;Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr;86.0;1;Bundeswehr;Bund;Bundesministerium der Verteidigung (BMVg)
264;Bundesamt für Äußere Restitutionen;84.0;1;;Bund;Bundesministerium der Finanzen (BMF)
49154;Bundesamt für Auswärtige Angelegenheiten;;0;;Bund;Auswärtiges Amt (AA)
265;Bundesamt für Bauwesen und Raumordnung;94.0;1;Bau;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
266;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;87.0;1;Katastrophenschutz;Bund;Bundesministerium des Innern und für Heimat (BMI)
4139;Bundesamt für das Personalmanagement der Bundeswehr;86.0;1;Bundeswehr;Bund;Bundesministerium der Verteidigung (BMVg)
13659;Bundesamt für die Sicherheit der nuklearen Entsorgung;93.0;1;Atomkraft;Bund;Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)
5058;Bundesamt für Familie und zivilgesellschaftliche Aufgaben;91.0;0;Familie;Bund;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ)
5121;Bundesamt für Infrastruktur, Umweltschutz und Dienstleistungen der Bundeswehr;86.0;0;Bundeswehr;Bund;Bundesministerium der Verteidigung (BMVg)
270;Bundesamt für Justiz;85.0;1;Justiz;Bund;Bundesministerium der Justiz (BMJ)
271;Bundesamt für Kartographie und Geodäsie;87.0;1;Geoinformationen;Bund;Bundesministerium des Innern und für Heimat (BMI)
268;Bundesamt für Logistik und Mobilität;94.0;1;Bahn;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
272;Bundesamt für Migration und Flüchtlinge;87.0;1;Integration;Bund;Bundesministerium des Innern und für Heimat (BMI)
273;Bundesamt für Naturschutz;93.0;1;Umweltschutz;Bund;Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)
274;Bundesamt für Seeschifffahrt und Hydrographie;94.0;1;Wasser und Schifffahrt;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
275;Bundesamt für Sicherheit in der Informationstechnik;87.0;1;Technologie;Bund;Bundesministerium des Innern und für Heimat (BMI)
135;Bundesamt für Soziale Sicherung;88.0;1;Soziales;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
276;Bundesamt für Strahlenschutz;93.0;1;Schutz;Bund;Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)
277;Bundesamt für Verbraucherschutz und Lebensmittelsicherheit;90.0;1;Verbraucherschutzamt;Bund;Bundesministerium für Ernährung und Landwirtschaft (BMEL)
278;Bundesamt für Verfassungsschutz;87.0;1;Verfassungsschutz;Bund;Bundesministerium des Innern und für Heimat (BMI)
280;Bundesamt für Wehrverwaltung;86.0;1;;Bund;Bundesministerium der Verteidigung (BMVg)
281;Bundesamt für Wirtschaft und Ausfuhrkontrolle;96.0;1;Regulierungsbehörde;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
282;Bundesamt für zentrale Dienste und offene Vermögensfragen;84.0;1;Dienstleistung;Bund;Bundesministerium der Finanzen (BMF)
283;Bundesanstalt für Arbeitsschutz und Arbeitsmedizin;88.0;1;Arbeitsschutz;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
284;Bundesanstalt für den Digitalfunk der Behörden und Organisationen mit Sicherheitsaufgaben;87.0;1;Telekommunikation;Bund;Bundesministerium des Innern und für Heimat (BMI)
285;Bundesanstalt für Finanzdienstleistungsaufsicht;;0;Bundesanstalt;Bund;Bundesministerium der Finanzen (BMF)
286;Bundesanstalt für Finanzmarktstabilisierung;84.0;1;Bundesanstalt;Bund;Bundesministerium der Finanzen (BMF)
287;Bundesanstalt für Geowissenschaften und Rohstoffe;96.0;1;Bergbau und Geologie;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
288;Bundesanstalt für Gewässerkunde;94.0;1;Wasser und Schifffahrt;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
289;Bundesanstalt für Immobilienaufgaben;;0;Liegenschaften;Bund;Bundesministerium der Finanzen (BMF)
290;Bundesanstalt für Landwirtschaft und Ernährung;90.0;1;Landwirtschaft;Bund;Bundesministerium für Ernährung und Landwirtschaft (BMEL)
291;Bundesanstalt für Materialforschung und -prüfung;96.0;1;Prüfungsamt;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
292;Bundesanstalt für Post und Telekommunikation;84.0;1;Telekommunikation;Bund;Bundesministerium der Finanzen (BMF)
293;Bundesanstalt für Straßenwesen;94.0;1;Straßen und Grünflächen;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
294;Bundesanstalt für vereinigungsbedingte Sonderaufgaben;84.0;1;Bundesanstalt;Bund;Bundesministerium der Finanzen (BMF)
15650;Bundesanstalt für Verwaltungsdienstleistungen;;0;Bundesanstalt;Bund;Bundesministerium des Innern und für Heimat (BMI)
295;Bundesanstalt für Wasserbau;94.0;1;Wasser und Schifffahrt;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
296;Bundesanstalt Technisches Hilfswerk;87.0;1;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15173;Bundesanstalt Technisches Hilfswerk Landesverband Baden-Württemberg;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15172;Bundesanstalt Technisches Hilfswerk Landesverband Bayern;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15168;Bundesanstalt Technisches Hilfswerk Landesverband Bremen, Niedersachsen;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15170;Bundesanstalt Technisches Hilfswerk Landesverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15171;Bundesanstalt Technisches Hilfswerk Landesverband Hessen, Rheinland-Pfalz, Saarland;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15169;Bundesanstalt Technisches Hilfswerk Landesverband Nordrhein-Westfalen;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
15166;Bundesanstalt Technisches Hilfswerk Landesverband Sachsen, Thüringen;296.0;0;THW;Bund;Bundesministerium des Innern und für Heimat (BMI)
297;Bundesanzeiger Verlagsgesellschaft mbH;;0;Anzeigenblatt;Bund;Bundesministerium der Justiz (BMJ)
17020;Bundesapothekerkammer;;0;Apothekerkammer;Bund;Bundesministerium für Gesundheit (BMG)
51831;Bundesarbeitsgemeinschaft für Rehabilitation e.V.;;0;;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
298;Bundesarbeitsgemeinschaft Katholische Jugendsozialarbeit e. V.;;0;Jugend;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
299;Bundesarbeitsgericht;88.0;1;Arbeitsgericht;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
300;Bundesarchiv;155.0;1;Archiv;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
4052;Bundesärztekammer;;0;Ärztekammer;Bund;Bundesministerium des Innern und für Heimat (BMI)
301;Bundesaufsichtsamt für Flugsicherung;94.0;1;Flug;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
302;Bundesausgleichsamt;84.0;1;;Bund;Bundesministerium der Finanzen (BMF)
304;Bundesbeauftragter für das Bergmannssiedlungsvermögen bei der Treuhandstelle, für Bergmannswohnstätten im rheinisch-westfälischen Steinkohlebezirk und der Wohnungsbaugesellschaft Rhein Braunkohle;94.0;1;Bergbau und Geologie;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
306;Bundesbeauftragter für den Zivildienst;91.0;1;;Bund;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ)
54;Bundesbeauftragter für die Behandlung von Zahlungen an die Konversionskasse;84.0;1;Beauftragte;Bund;Bundesministerium der Finanzen (BMF)
303;Bundesbeauftragter für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR;155.0;1;Beauftragte;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
55;Bundesbeauftragter für Wirtschaftlichkeit in der Verwaltung;119.0;1;Beauftragte;Bund;Bundesministerium der Finanzen (BMF)
56;Bundesdruckerei GmbH;;0;Münzerei;Bund;Bundesministerium der Finanzen (BMF)
57;Bundeseisenbahnvermögen;94.0;1;Bahn;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
48940;Bundes-Energiebeauftragte;;0;Beauftragte;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
63;Bundesfinanzhof;85.0;1;Finanzgericht;Bund;Bundesministerium der Verteidigung (BMVg)
64;Bundesgerichtshof;85.0;1;Gericht;Bund;Bundesministerium der Justiz (BMJ)
14697;Bundesgesellschaft für Endlagerung mbH;;0;Endlagerung;Bund;Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)
6577;Bundesinnungskrankenkasse Gesundheit;135.0;0;Krankenkasse;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
65;Bundesinstitut für Arzneimittel und Medizinprodukte;92.0;1;Arzneimittel und Medizin;Bund;Bundesministerium für Gesundheit (BMG)
66;Bundesinstitut für Berufsbildung;89.0;1;Berufsbildung;Bund;Bundesministerium für Bildung und Forschung (BMBF)
67;Bundesinstitut für Bevölkerungsforschung;87.0;1;Forschung;Bund;Bundesministerium des Innern und für Heimat (BMI)
68;Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa;155.0;1;Kultur;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
232;Bundesinstitut für Öffentliche Gesundheit;92.0;1;Gesundheit;Bund;Bundesministerium für Gesundheit (BMG)
69;Bundesinstitut für Risikobewertung;88.0;1;Bundesinstitut;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
70;Bundesinstitut für Sportwissenschaft;87.0;1;Sport und Freizeit;Bund;Bundesministerium des Innern und für Heimat (BMI)
71;Bundesjugendwerk der AWO e.V.;;0;Jugend;Bund;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ)
72;Bundeskanzleramt;;0;Staatskanzlei;Bund;Bundeskanzleramt (BKAmt)
50184;Bundeskanzler-Helmut-Kohl-Stiftung;;0;Stiftung des öffentlichen Rechts;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
74;Bundeskanzler-Willy-Brandt-Stiftung;155.0;1;Stiftung des öffentlichen Rechts;Bund;Beauftragte der Bundesregierung für Kultur und Medien (BKM)
75;Bundeskartellamt;96.0;1;Wettbewerbsbehörde;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
76;Bundeskasse Halle/Saale;;0;Bundeskasse;Bund;Bundesministerium für Gesundheit (BMG)
77;Bundeskasse Kiel;;0;Bundeskasse;Bund;Bundesministerium für Gesundheit (BMG)
78;Bundeskasse Trier;;0;Bundeskasse;Bund;Bundesministerium für Gesundheit (BMG)
80;Bundeskommissar bei der Deutschen Bau- und Grundstücks-AG;84.0;1;;Bund;Bundesministerium der Finanzen (BMF)
81;"Bundeskonferenz der Frauenbeauftragten und Gleichstellungsbeauftragten an Hochschulen
c/o GESIS - CEWS";;0;Frauen;Bund;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ)
82;Bundeskriminalamt;87.0;1;Polizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
83;Bundeslotsenkammer;94.0;1;Lotsenkammer;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
84;Bundesministerium der Finanzen;;0;Ministerium;Bund;Bundesministerium der Finanzen (BMF)
85;Bundesministerium der Justiz und für Verbraucherschutz;;0;Ministerium;Bund;Bundesministerium der Justiz (BMJ)
86;Bundesministerium der Verteidigung;;0;Ministerium;Bund;Bundesministerium der Verteidigung (BMVg)
87;Bundesministerium des Innern;;0;Ministerium;Bund;Bundesministerium des Innern und für Heimat (BMI)
88;Bundesministerium für Arbeit und Soziales;;0;Ministerium;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
91;Bundesministerium für Bildung, Familie, Senioren, Frauen und Jugend;;0;Ministerium;Bund;Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ)
51919;Bundesministerium für Digitales und Staatsmodernisierung;;0;Ministerium;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
89;Bundesministerium für Forschung, Technologie und Raumfahrt;;0;Ministerium;Bund;Bundesministerium für Bildung und Forschung (BMBF)
92;Bundesministerium für Gesundheit;;0;Ministerium;Bund;Bundesministerium für Gesundheit (BMG)
90;Bundesministerium für Landwirtschaft, Ernährung und Heimat;;0;Ministerium;Bund;Bundesministerium für Ernährung und Landwirtschaft (BMEL)
93;Bundesministerium für Umwelt, Klimaschutz, Naturschutz und nukleare Sicherheit;;0;Ministerium;Bund;Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)
94;Bundesministerium für Verkehr;;0;Ministerium;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
95;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung;;0;Ministerium;Bund;Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ)
96;Bundesministerium für Wirtschaft und Energie;;0;Ministerium;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
49833;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen;;0;Ministerium;Bund;Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen (BMWSB)
98;Bundesnachrichtendienst;72.0;1;Geheimdienst;Bund;Bundeskanzleramt (BKAmt)
99;Bundesnetzagentur;96.0;1;Regulierungsbehörde;Bund;Bundesministerium für Wirtschaft und Klimaschutz (BMWK)
100;Bundesnotarkammer;;0;Notarkammer;Bund;Bundesministerium der Justiz (BMJ)
101;Bundespatentgericht;85.0;1;Gericht;Bund;Bundesministerium der Justiz (BMJ)
103;Bundespolizeiakademie;114.0;2;Polizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
50166;Bundespolizeidirektion 11;;0;Polizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
104;Bundespolizeidirektion Bad Bramstedt;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
105;Bundespolizeidirektion Berlin;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
106;Bundespolizeidirektion Bundesbereitschaftspolizei;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
107;Bundespolizeidirektion Flughafen Frankfurt/Main;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
108;Bundespolizeidirektion Hannover;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
109;Bundespolizeidirektion Koblenz;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
110;Bundespolizeidirektion München;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
111;Bundespolizeidirektion Pirna;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
112;Bundespolizeidirektion Sankt Augustin;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
113;Bundespolizeidirektion Stuttgart;114.0;2;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
18153;Bundespolizei-Fliegergruppe;;0;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
51939;Bundespolizeiinspektion Aachen;;0;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
16321;Bundespolizeiinspektion München;;0;;Bund;Bundesministerium des Innern und für Heimat (BMI)
114;Bundespolizeipräsidium;87.0;1;Polizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
48832;Bundespolizeirevier Bonn;;0;Bundespolizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
16284;Bundespolizeirevier Hamburg-Hauptbahnhof;;0;;Bund;Bundesministerium für Digitales und Verkehr (BMDV)
52102;Bundespolizeirevier Prüm;;0;Polizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
48932;Bundespolizeirevier Villa Hammerschmidt Bonn;;0;Polizei;Bund;Bundesministerium des Innern und für Heimat (BMI)
116;Bundespräsidialamt;;0;Staatskanzlei;Bund;Bundeskanzleramt (BKAmt)
118;Bundesrat;;0;Parlamentsverwaltung;Bund;Deutscher Bundestag
119;Bundesrechnungshof;;0;Rechnungshof;Bund;Bundesministerium der Finanzen (BMF)
120;Bundesrechtsanwaltskammer;;0;Rechtsanwaltskammer;Bund;Bundesministerium der Justiz (BMJ)
122;Bundesrepublik Deutschland - Finanzagentur GmbH;84.0;1;;Bund;Bundesministerium der Finanzen (BMF)
50034;Bundesschiedsamt für die Vergütung zahntechnischer Leistungen nach § 89 Abs. 12 SGB V;;0;;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
50032;Bundesschiedsamt für die vertragsärztliche Versorgung nach § 89 Abs. 2 SGB V;;0;;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
50033;Bundesschiedsamt für die vertragszahnärztliche Versorgung nach § 89 Abs. 2 SGB V;;0;;Bund;Bundesministerium für Arbeit und Soziales (BMAS)
123;Bundesservice Telekommunikation;;0;Telekommunikation;Bund;Bundesministerium des Innern und für Heimat (BMI)
124;Bundessortenamt;90.0;1;;Bund;Bundesministerium für Ernährung und Landwirtschaft (BMEL)
